Date,brand,clicks,quantity,sales,canale,destinatari,CR,AOV,Campaign,C_volume
2023-02-08,acer,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-09,acer,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-10,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-11,acer,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-12,acer,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-13,acer,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-14,acer,27.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-15,acer,27.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-16,acer,28.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-17,acer,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-18,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-19,acer,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-20,acer,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-21,acer,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-22,acer,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-23,acer,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-24,acer,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-25,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-26,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-27,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-02-28,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-01,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-02,acer,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-03,acer,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-04,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-05,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-06,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-07,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-08,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-09,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-10,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-11,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-12,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-13,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-14,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-15,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-16,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-17,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-18,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-19,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-20,acer,24.0,0.0,0.0,push,285958.0,0.0,0.0,yes,wide-target
2023-03-21,acer,7.0,1.0,654.92,,0.0,0.14285714285714285,654.92,no,no-campaign
2023-03-22,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-23,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-24,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-25,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-26,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-27,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-28,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-29,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-30,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-03-31,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-01,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-02,acer,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-03,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-04,acer,2.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-05,acer,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-06,acer,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-07,acer,15.0,1.0,1048.4,,0.0,0.06666666666666667,1048.4,no,no-campaign
2023-04-08,acer,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-09,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-10,acer,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-11,acer,29.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-12,acer,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-13,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-14,acer,72.0,0.0,0.0,push,625045.0,0.0,0.0,yes,national
2023-04-15,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-16,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-17,acer,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-18,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-19,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-20,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-21,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-22,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-23,acer,17.0,1.0,533.98,,0.0,0.058823529411764705,533.98,no,no-campaign
2023-04-24,acer,56.0,0.0,0.0,push,627042.0,0.0,0.0,yes,national
2023-04-25,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-26,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-27,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-28,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-29,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-04-30,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-01,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-02,acer,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-03,acer,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-04,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-05,acer,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-06,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-07,acer,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-08,acer,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-09,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-10,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-11,acer,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-12,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-13,acer,13.0,1.0,757.42,,0.0,0.07692307692307693,757.42,no,no-campaign
2023-05-14,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-15,acer,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-16,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-17,acer,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-18,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-19,acer,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-20,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-21,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-22,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-23,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-24,acer,12.0,1.0,327.05,,0.0,0.08333333333333333,327.05,no,no-campaign
2023-05-25,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-26,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-27,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-28,acer,9.0,1.0,20.83,,0.0,0.1111111111111111,20.83,no,no-campaign
2023-05-29,acer,12.0,1.0,298.4,,0.0,0.08333333333333333,298.4,no,no-campaign
2023-05-30,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-05-31,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-01,acer,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-02,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-03,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-04,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-05,acer,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-06,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-07,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-08,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-09,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-10,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-11,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-12,acer,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-13,acer,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-14,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-15,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-16,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-17,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-18,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-19,acer,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-20,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-21,acer,2.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-22,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-23,acer,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-24,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-25,acer,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-26,acer,44.0,0.0,0.0,push,653657.0,0.0,0.0,yes,national
2023-06-27,acer,36.0,2.0,1165.62,,0.0,0.05555555555555555,582.81,no,no-campaign
2023-06-28,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-06-29,acer,10.0,1.0,605.78,,0.0,0.1,605.78,no,no-campaign
2023-06-30,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-01,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-02,acer,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-03,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-04,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-05,acer,2.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-06,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-07,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-08,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-09,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-10,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-11,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-12,acer,10.0,1.0,636.65,,0.0,0.1,636.65,no,no-campaign
2023-07-13,acer,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-14,acer,4.5,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-15,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-16,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-17,acer,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-18,acer,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-19,acer,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-20,acer,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-21,acer,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-22,acer,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-23,acer,31.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-24,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-25,acer,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-26,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-27,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-28,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-29,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-30,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-07-31,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-01,acer,13.0,1.0,1444.15,,0.0,0.07692307692307693,1444.15,no,no-campaign
2023-08-02,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-03,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-04,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-05,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-06,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-07,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-08,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-09,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-10,acer,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-11,acer,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-12,acer,2.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-13,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-14,acer,11.0,1.0,739.05,,0.0,0.09090909090909091,739.05,no,no-campaign
2023-08-15,acer,1.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-16,acer,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-17,acer,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-18,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-19,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-20,acer,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-21,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-22,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-23,acer,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-24,acer,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-25,acer,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-26,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-27,acer,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-28,acer,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-29,acer,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-30,acer,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-08-31,acer,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-01,acer,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-02,acer,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-03,acer,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-04,acer,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-05,acer,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-06,acer,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-07,acer,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-08,acer,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2023-09-09,acer,28.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
