brand,level_1,TimeIdx,clicks,quantity,sales,cr,aov,idx_clicks,idx_cr,idx_aov,Level,Year,level_2
hp store,6.0,7,1687.0,37.0,18332.11,0.021932424422050976,495.4624324324324,0.42771122520124233,0.9149517060519428,1.184467514325924,Monthly,Overall,
hp store,7.0,8,1795.0,36.0,21774.79,0.020055710306406686,604.8552777777778,0.4550928566901185,0.8366611008348505,1.445985367405353,Monthly,Overall,
hp store,8.0,9,3559.0,93.0,41305.93,0.026130935656083168,444.14978494623654,0.90232617100843,1.090100378288734,1.0617979433494296,Monthly,Overall,
hp store,9.0,10,4903.666666666667,85.0,45865.16,0.017333967779212832,539.5901176470588,1.2432443852865986,0.7231185703434917,1.289960496634433,Monthly,Overall,
hp store,10.0,11,7350.0,161.0,60403.2,0.021904761904761906,375.1751552795031,1.8634721429929644,0.9137977129091747,0.896905102227619,Monthly,Overall,
hp store,11.0,12,4685.0,113.0,34939.87,0.024119530416221984,309.202389380531,1.1878050326424543,1.0061908833620117,0.7391886076511748,Monthly,Overall,
huawei,0.0,1,7766.0,33.0,8857.960000000001,0.00424929178470255,268.4230303030303,1.0418916652691599,0.951795075497916,0.764234309540852,Monthly,Overall,
huawei,1.0,2,4164.0,12.0,5197.15,0.002881844380403458,433.0958333333333,0.5586449773603891,0.6455017514904213,1.2330786027520058,Monthly,Overall,
huawei,2.0,3,4486.0,20.0,9245.89,0.004458314757021846,462.29449999999997,0.6018447090390743,0.9986139445705583,1.3162108989425445,Monthly,Overall,
huawei,3.0,4,4139.5,11.0,3841.4700000000003,0.0026573257639811573,349.2245454545455,0.5553580412544021,0.5952120269208693,0.9942864405817695,Monthly,Overall,
huawei,4.0,5,3423.0,12.0,3766.09,0.0035056967572304996,313.84083333333336,0.45923193023645814,0.7852378887543425,0.8935445378790879,Monthly,Overall,
huawei,5.0,6,3136.0,14.0,5142.16,0.004464285714285714,367.29714285714283,0.42072782156632565,0.9999513739606081,1.0457414106787517,Monthly,Overall,
huawei,6.0,7,4523.5,25.0,7217.92,0.005526693931690063,288.7168,0.606875733691095,1.2379192426615244,0.8220132380286048,Monthly,Overall,
huawei,7.0,8,8773.0,25.0,8197.76,0.0028496523424142253,327.9104,1.1769914472580916,0.638291085624006,0.9336023732850149,Monthly,Overall,
huawei,8.0,9,14959.0,115.0,41374.37,0.007687679657731132,359.77713043478263,2.0069092738554417,1.7219565073350669,1.0243309844017923,Monthly,Overall,
huawei,9.0,10,9124.0,30.0,14383.34,0.003288031565103025,479.44466666666665,1.2240818380010061,0.7364832565777385,1.365039592092361,Monthly,Overall,
huawei,10.0,11,15929.0,80.0,26968.54,0.005022286395881725,337.10675000000003,2.1370451115210463,1.1249374487647748,0.9597855446195005,Monthly,Overall,
huawei,11.0,12,9022.0,63.0,14341.59,0.006982930614054533,227.64428571428573,1.2103974509475097,1.5641003978421748,0.6481320671977138,Monthly,Overall,
lenovo,0.0,1,6143.0,19.0,11120.58,0.003092951326713332,585.2936842105263,1.4119810372072978,0.823796567977364,0.8942649878429926,Monthly,Overall,
lenovo,1.0,2,2868.0,13.0,7356.12,0.004532775453277545,565.8553846153847,0.6592156299382272,1.2072885950617396,0.8645653836612307,Monthly,Overall,
lenovo,2.0,3,3683.0,30.0,16374.970000000001,0.008145533532446375,545.8323333333334,0.8465450366326677,2.169533839869506,0.8339723426044566,Monthly,Overall,
lenovo,3.0,4,2168.0,6.0,3435.58,0.0027675276752767526,572.5966666666667,0.498319207010487,0.7371211376604604,0.8748653282433552,Monthly,Overall,
lenovo,4.0,5,2376.0,11.0,7339.36189675,0.004629629629629629,667.2147178863636,0.5461284298233012,1.2330853599134861,1.0194314028591116,Monthly,Overall,
lenovo,5.0,6,2158.0,4.0,1879.08,0.0018535681186283596,469.77,0.49602068668294785,0.4936912655075311,0.7177573834675035,Monthly,Overall,
lenovo,6.0,7,2076.0,8.0,4323.13723803,0.0038535645472061657,540.39215475375,0.47717281999712685,1.026383189754578,0.8256603423854606,Monthly,Overall,
lenovo,7.0,8,2950.5,8.0,6369.29,0.0027114048466361632,796.16125,0.6781784226404253,0.7221730221760733,1.21644765655154,Monthly,Overall,
lenovo,8.0,9,5416.0,15.0,14222.99,0.0027695716395864105,948.1993333333334,1.2448786093952018,0.7376655402732081,1.448745284924462,Monthly,Overall,
lenovo,9.0,10,8883.0,21.0,17119.58,0.002364066193853428,815.2180952380953,2.041775606953024,0.6296606093175249,1.2455644400312011,Monthly,Overall,
lenovo,10.0,11,8687.0,38.0,25883.5,0.004374352480718315,681.1447368421053,1.9967246085332566,1.1650932006641987,1.0407149542934857,Monthly,Overall,
lenovo,11.0,12,4799.0,19.0,12659.41,0.003959158157949573,666.2847368421053,1.1030599051860366,1.0545076718243274,1.0180104931352016,Monthly,Overall,
lg,0.0,1,235.0,3.0,1877.8700000000001,0.01276595744680851,625.9566666666667,0.5410590943975442,1.4425863150718026,1.3399251980454538,Monthly,Overall,
lg,1.0,2,259.0,4.0,3015.4300000000003,0.015444015444015444,753.8575000000001,0.5963161933998465,1.745213817461383,1.6137102035586341,Monthly,Overall,
lg,2.0,3,227.0,2.0,562.46,0.00881057268722467,281.23,0.5226400613967767,0.9956175742786304,0.6020019971238525,Monthly,Overall,
lg,3.0,4,160.25,1.0,176.84,0.0062402496099844,176.84,0.3689562547966232,0.7051643973829924,0.37854436998677976,Monthly,Overall,
lg,4.0,5,150.75,1.0,441.15,0.006633499170812604,441.15,0.3470836531082118,0.7496026181135956,0.94432735138921,Monthly,Overall,
lg,5.0,6,122.0,2.0,971.03,0.01639344262295082,485.515,0.28089025326170375,1.852501552141386,1.0392952374696414,Monthly,Overall,
lg,6.0,7,135.0,1.0,469.19,0.007407407407407408,469.19,0.3108211818879509,0.8370562568935151,1.004349880989014,Monthly,Overall,
lg,7.0,8,510.0,5.0,2982.18,0.00980392156862745,596.4359999999999,1.1742133537989257,1.1078685753002406,1.276733147802731,Monthly,Overall,
lg,8.0,9,869.0,7.0,1617.93,0.00805523590333717,231.13285714285715,2.0007674597083653,0.9102625578416247,0.49476386445593323,Monthly,Overall,
lg,9.0,10,966.0,5.0,1394.8600000000001,0.005175983436853002,278.97200000000004,2.2240982348426708,0.5848995583883257,0.5971685138201309,Monthly,Overall,
lg,10.0,11,990.0,6.0,1742.13,0.006060606060606061,290.355,2.2793553338449732,0.6848642101856033,0.6215350064889813,Monthly,Overall,
lg,11.0,12,588.0,2.0,1950.52,0.003401360544217687,975.26,1.3537989255564082,0.38436256694089976,2.0876452288696385,Monthly,Overall,
samsung,0.0,1,67008.66666666667,2691.0,1128889.9344262294,0.04015898440997682,419.50573557273486,1.4230812567509452,1.1601131944272074,1.0035258886645126,Monthly,Overall,
samsung,1.0,2,44352.0,2071.0,952180.262295082,0.046694624819624816,459.76835456063833,0.9419154721192967,1.348914848270342,1.0998406159104552,Monthly,Overall,
samsung,2.0,3,40958.0,1547.0,588309.4672131147,0.037770398945261,380.2905411849481,0.8698361721469642,1.0911117105912405,0.9097167712672796,Monthly,Overall,
samsung,3.0,4,35421.0,1158.0,440017.1393442623,0.03269247056830694,379.9802585010901,0.7522453990335861,0.9444204583842442,0.9089745246669304,Monthly,Overall,
samsung,4.0,5,36612.0,848.0,369085.72131147544,0.02316180487271933,435.2425958861739,0.7775389895660104,0.6690984803120321,1.041171015755022,Monthly,Overall,
samsung,5.0,6,29226.0,1088.0,513908.5573770492,0.03722712653117088,472.34242405978785,0.6206805011760139,1.0754176509676188,1.129919833423503,Monthly,Overall,
samsung,6.0,7,31710.0,1071.0,436958.5,0.03377483443708609,407.99112978524744,0.673433883948929,0.9756877980291687,0.9759810805113321,Monthly,Overall,
samsung,7.0,8,29827.0,931.0,411012.6721311475,0.031213330204177422,441.47440615590494,0.6334441014362885,0.9016910348679908,1.0560785185818484,Monthly,Overall,
samsung,8.0,9,47472.0,1684.0,769786.2049180327,0.035473542298618134,457.11769888244226,1.0081757596601564,1.0247600898860056,1.0934998167998693,Monthly,Overall,
samsung,9.0,10,70969.66666666667,1452.0,682345.4262295082,0.02045944511504915,469.9348665492481,1.5072020897475302,0.5910326811634004,1.124160564633109,Monthly,Overall,
samsung,10.0,11,84366.0,3247.0,1163384.9180327868,0.03848706825024299,358.2953243094508,1.7917036598308214,1.1118148615539933,0.8571006383049565,Monthly,Overall,
samsung,11.0,12,47122.0,1804.0,603326.6721311476,0.03828360426127923,334.43828832103526,1.0007427145834573,1.1059371915467555,0.8000307314811796,Monthly,Overall,
acer,0.0,1,403.0,2.0,1129.5500000000002,0.004962779156327543,564.7750000000001,1.5151653913357837,0.8184425745866407,1.2159645974966298,Weekly,Overall,
acer,1.0,2,647.0,0.0,0.0,0.0,0.0,2.432536000482015,0.0,0.0,Weekly,Overall,
acer,2.0,3,590.0,2.0,1617.26,0.003389830508474576,808.63,2.2182322106404775,0.5590378941668072,1.7409861493049437,Weekly,Overall,
acer,3.0,4,394.0,1.0,27.8,0.0025380710659898475,27.8,1.4813279508344883,0.418568981673117,0.059853597999922625,Weekly,Overall,
acer,4.0,5,318.0,2.0,402.15,0.006289308176100629,201.075,1.1955895643791048,1.0372086715673468,0.4329159071163468,Weekly,Overall,
acer,5.0,6,285.0,0.0,0.0,0.0,0.0,1.0715189492076882,0.0,0.0,Weekly,Overall,
acer,6.0,7,249.0,0.0,0.0,0.0,0.0,0.9361691872025065,0.0,0.0,Weekly,Overall,
acer,7.0,8,260.0,0.0,0.0,0.0,0.0,0.9775260589263121,0.0,0.0,Weekly,Overall,
acer,8.0,9,231.0,2.0,788.3,0.008658008658008658,394.15,0.8684943061999157,1.4278457037160877,0.8486077572542986,Weekly,Overall,
acer,9.0,10,207.0,3.0,2165.65,0.014492753623188406,721.8833333333333,0.7782611315297946,2.3900895475247554,1.5542199581358804,Weekly,Overall,
acer,10.0,11,156.0,1.0,1146.72,0.00641025641025641,1146.72,0.5865156353557872,1.057154992174411,2.4688963272831392,Weekly,Overall,
acer,11.0,12,213.0,2.0,2047.67,0.009389671361502348,1023.835,0.8008194251973249,1.5485087209315316,2.2043240470593806,Weekly,Overall,
acer,12.0,13,143.0,1.0,851.8,0.006993006993006993,851.8,0.5376393324094716,1.1532599914629937,1.8339314667746076,Weekly,Overall,
acer,13.0,14,175.0,1.0,1048.4,0.005714285714285714,1048.4,0.6579502319696331,0.9423781644526178,2.2572126670186647,Weekly,Overall,
acer,14.0,15,272.0,1.0,523.81,0.003676470588235294,523.81,1.0226426462613727,0.6063094808059122,1.1277666607316355,Weekly,Overall,
acer,15.0,16,184.0,2.0,1055.8200000000002,0.010869565217391304,527.9100000000001,0.6917876724709285,1.7925671606435665,1.1365939899330633,Weekly,Overall,
acer,16.0,17,200.0,2.0,1875.5300000000002,0.01,937.7650000000001,0.7519431222510092,1.6491617877920812,2.019014724043074,Weekly,Overall,
acer,17.0,18,176.0,0.0,0.0,0.0,0.0,0.6617099475808882,0.0,0.0,Weekly,Overall,
acer,18.0,19,170.5,1.0,757.42,0.005865102639296188,757.42,0.6410315117189854,0.9672503154205755,1.6307306545719926,Weekly,Overall,
acer,19.0,20,181.0,0.0,0.0,0.0,0.0,0.6805085256371634,0.0,0.0,Weekly,Overall,
acer,20.0,21,154.0,3.0,382.64,0.01948051948051948,127.54666666666667,0.5789962041332771,3.212652833361197,0.2746088817588776,Weekly,Overall,
acer,21.0,22,171.0,2.0,1035.29,0.011695906432748537,517.645,0.6429113695246129,1.928844196248048,1.11449337182266,Weekly,Overall,
acer,22.0,23,146.0,0.0,0.0,0.0,0.0,0.5489184792432368,0.0,0.0,Weekly,Overall,
acer,23.0,24,155.5,0.0,0.0,0.0,0.0,0.5846357775501597,0.0,0.0,Weekly,Overall,
acer,24.0,25,143.0,0.0,0.0,0.0,0.0,0.5376393324094716,0.0,0.0,Weekly,Overall,
acer,25.0,26,193.0,3.0,1771.3999999999999,0.015544041450777202,590.4666666666666,0.725625112972224,2.5634639188477943,1.271278938813704,Weekly,Overall,
acer,26.0,27,107.0,0.0,0.0,0.0,0.0,0.40228957040429,0.0,0.0,Weekly,Overall,
acer,27.0,28,107.5,1.0,636.65,0.009302325581395349,636.65,0.40416942820991747,1.5341039886437964,1.3707119844118971,Weekly,Overall,
acer,28.0,29,202.0,2.0,81.0,0.009900990099009901,40.5,0.7594625534735193,1.6328334532594864,0.08719678845312469,Weekly,Overall,
acer,29.0,30,127.0,0.0,0.0,0.0,0.0,0.4774838826293909,0.0,0.0,Weekly,Overall,
acer,30.0,31,129.0,1.0,1444.15,0.007751937984496124,1444.15,0.485003313851901,1.278419990536497,3.1092652356686425,Weekly,Overall,
acer,31.0,32,151.0,0.0,0.0,0.0,0.0,0.5677170572995119,0.0,0.0,Weekly,Overall,
acer,32.0,33,121.0,3.0,1116.87,0.024793388429752067,372.28999999999996,0.4549255889618606,4.088830878823342,0.8015430215608342,Weekly,Overall,
acer,33.0,34,188.0,0.0,0.0,0.0,0.0,0.7068265349159487,0.0,0.0,Weekly,Overall,
acer,34.0,35,259.0,2.0,1002.54,0.007722007722007722,501.27,0.973766343315057,1.2734840060170511,1.0792378801950078,Weekly,Overall,
acer,35.0,36,267.0,1.0,34.76,0.003745318352059925,34.76,1.0038440682050973,0.6176635909333638,0.07483852757112627,Weekly,Overall,
acer,36.0,37,205.0,0.0,0.0,0.0,0.0,0.7707417003072845,0.0,0.0,Weekly,Overall,
acer,37.0,38,205.0,1.0,991.02,0.004878048780487805,991.02,0.7707417003072845,0.804469164776625,2.1336731183411266,Weekly,Overall,
acer,38.0,39,229.0,1.0,490.98,0.004366812227074236,490.98,0.8609748749774057,0.7201579859354066,1.0570834369065472,Weekly,Overall,
acer,39.0,40,308.0,3.0,1276.84,0.00974025974025974,425.6133333333333,1.1579924082665543,1.6063264166805984,0.9163485380122446,Weekly,Overall,
acer,40.0,41,250.0,1.0,1601.76,0.004,1601.76,0.9399289028137616,0.6596647151168324,3.448600688214247,Weekly,Overall,
acer,41.0,42,225.0,1.0,460.29,0.0044444444444444444,460.29,0.8459360125323854,0.7329607945742583,0.9910076483231793,Weekly,Overall,
acer,42.0,43,407.3333333333333,3.0,1824.1800000000003,0.007364975450081833,608.0600000000001,1.5314574923178887,1.2146036080301743,1.3091575107853581,Weekly,Overall,
acer,43.0,44,439.0,2.0,533.98,0.004555808656036446,266.99,1.6505151533409654,0.7513265548027704,0.5748313715827101,Weekly,Overall,
acer,44.0,45,474.0,5.0,2839.56,0.010548523206751054,567.912,1.782105199734892,1.7396221390211826,1.2227185808392826,Weekly,Overall,
acer,45.0,46,606.0,2.0,1896.06,0.0033003300330033004,948.03,2.278387660420558,0.5442778177531621,2.0411153421534762,Weekly,Overall,
acer,46.0,47,595.0,5.0,3188.81,0.008403361344537815,637.762,2.2370307886967526,1.3858502418420848,1.373106128331894,Weekly,Overall,
acer,47.0,48,497.0,1.0,974.71,0.002012072434607646,974.71,1.868578658793758,0.33182329734247107,2.098557572176424,Weekly,Overall,
acer,48.0,49,310.0,2.0,916.48,0.0064516129032258064,458.24,1.1655118394890644,1.063975346962633,0.9865939837224657,Weekly,Overall,
acer,49.0,50,370.0,3.0,1204.91,0.008108108108108109,401.6366666666667,1.391094776164367,1.3371582063179037,0.8647266039099134,Weekly,Overall,
acer,50.0,51,333.0,6.0,4448.8,0.018018018018018018,741.4666666666667,1.2519852985479305,2.9714626807064524,1.59638301428091,Weekly,Overall,
acer,51.0,52,302.0,3.0,2329.63,0.009933774834437087,776.5433333333334,1.1354341145990239,1.638240186548425,1.6719033274407644,Weekly,Overall,
honor,0.0,1,674.5,3.0,1153.62,0.004447739065974796,384.53999999999996,1.0849586265563376,0.40242464036554965,1.2015360803288626,Weekly,Overall,
honor,1.0,2,364.0,0.0,0.0,0.0,0.0,0.5855076946871859,0.0,0.0,Weekly,Overall,
honor,2.0,3,493.0,3.0,1409.51,0.006085192697768763,469.83666666666664,0.7930090480241281,0.5505789450843067,1.4680545765367585,Weekly,Overall,
honor,3.0,4,403.0,0.0,0.0,0.0,0.0,0.6482406619750987,0.0,0.0,Weekly,Overall,
honor,4.0,5,917.0,5.0,1519.1399999999999,0.0054525627044711015,303.828,1.4750290000773336,0.4933395491213436,0.949342862157793,Weekly,Overall,
honor,5.0,6,587.0,3.0,2341.99,0.005110732538330494,780.6633333333333,0.9442115845642256,0.4624112775580293,2.439265516174644,Weekly,Overall,
honor,6.0,7,369.0,7.0,1929.56,0.018970189701897018,275.65142857142854,0.5935503828010208,1.7163938026069943,0.8613021714848019,Weekly,Overall,
honor,7.0,8,547.0,2.0,725.25,0.003656307129798903,362.625,0.8798700796535458,0.33081708705248414,1.1330603347616732,Weekly,Overall,
honor,8.0,9,614.0,5.0,1638.06,0.008143322475570033,327.61199999999997,0.9876421003789344,0.7367953852512574,1.0236584967719855,Weekly,Overall,
honor,9.0,10,433.0,9.0,2185.38,0.020785219399538105,242.82000000000002,0.6964967906581084,1.8806149186597914,0.758716885175676,Weekly,Overall,
honor,10.0,11,484.0,8.0,2057.37,0.01652892561983471,257.17125,0.7785322094192252,1.4955119555182548,0.8035588903580226,Weekly,Overall,
honor,11.0,12,426.0,6.0,1403.6399999999999,0.014084507042253521,233.93999999999997,0.6852370272987395,1.2743446944909071,0.730970381838389,Weekly,Overall,
honor,12.0,13,660.0,2.0,613.37,0.0030303030303030303,306.685,1.0616348310262163,0.2741771918450134,0.9582698621616926,Weekly,Overall,
honor,13.0,14,428.5,6.0,1434.76,0.014002333722287048,239.12666666666667,0.689258371355657,1.2669097779536207,0.7471766728266843,Weekly,Overall,
honor,14.0,15,370.0,4.0,1823.1,0.010810810810810811,455.775,0.5951589204237878,0.9781456573930207,1.4241174052423347,Weekly,Overall,
honor,15.0,16,557.0,6.0,3180.4100000000003,0.010771992818671455,530.0683333333334,0.8959554558812157,0.9746334647273366,1.656254817547684,Weekly,Overall,
honor,16.0,17,412.0,6.0,3106.81,0.014563106796116505,517.8016666666666,0.6627175005800016,1.3176476695464234,1.6179263144391194,Weekly,Overall,
honor,17.0,18,396.0,8.0,2225.51,0.020202020202020204,278.18875,0.6369808986157297,1.8278479456334227,0.8692303018322826,Weekly,Overall,
honor,18.0,19,346.0,7.0,2106.98,0.02023121387283237,300.9971428571429,0.55655401747738,1.8304893443987886,0.9404975482882358,Weekly,Overall,
honor,19.0,20,516.0,12.0,3278.07,0.023255813953488372,273.1725,0.830005413347769,2.1041505420663817,0.8535564958226356,Weekly,Overall,
honor,20.0,21,476.0,9.0,2179.46,0.018907563025210083,242.16222222222223,0.7656639084370892,1.7107274365119531,0.7566615886321733,Weekly,Overall,
honor,21.0,22,472.0,6.0,2527.19,0.012711864406779662,421.1983333333333,0.7592297579460212,1.15015008443459,1.3160789371050687,Weekly,Overall,
honor,22.0,23,370.0,4.0,774.29,0.010810810810810811,193.5725,0.5951589204237878,0.9781456573930207,0.6048378397811899,Weekly,Overall,
honor,23.0,24,509.0,8.0,2176.03,0.015717092337917484,272.00375,0.8187456499884,1.4220585195890674,0.8499046122893638,Weekly,Overall,
honor,24.0,25,533.0,10.0,2324.23,0.01876172607879925,232.423,0.8573505529348079,1.6975323322486757,0.726230354184936,Weekly,Overall,
honor,25.0,26,435.0,9.0,1968.05,0.020689655172413793,218.67222222222222,0.6997138659036425,1.871968413286643,0.6832645882500934,Weekly,Overall,
honor,26.0,27,327.0,5.0,1960.48,0.01529051987767584,392.096,0.525991802644807,1.3834628946308014,1.2251456050154101,Weekly,Overall,
honor,27.0,28,422.0,4.0,1006.48,0.009478672985781991,251.62,0.6788028768076715,0.8576158607474352,0.7862134200144288,Weekly,Overall,
honor,28.0,29,424.0,8.0,2491.08,0.018867924528301886,311.385,0.6820199520532055,1.7071410058274417,0.9729555114505719,Weekly,Overall,
honor,29.0,30,313.0,6.0,1857.77,0.019169329073482427,309.62833333333333,0.5034722759260691,1.7344116289237266,0.9674666198369269,Weekly,Overall,
honor,30.0,31,387.0,7.0,2598.07,0.01808785529715762,371.15285714285716,0.6225040600108267,1.6365615327182967,1.1597065303330913,Weekly,Overall,
honor,31.0,32,376.0,4.0,1205.79,0.010638297872340425,301.4475,0.6048101461603897,0.9625369500941958,0.9419047370232871,Weekly,Overall,
honor,32.0,33,345.0,6.0,1373.76,0.017391304347826087,228.96,0.554945479854613,1.5735386662409463,0.7154098428046404,Weekly,Overall,
honor,33.0,34,410.0,2.0,428.38,0.004878048780487805,214.19,0.6595004253344676,0.4413584063846557,0.6692594087627792,Weekly,Overall,
honor,34.0,35,666.0,10.0,3880.4700000000003,0.015015015015015015,388.047,1.0712860567628182,1.3585356352680842,1.212494074383352,Weekly,Overall,
honor,35.0,36,654.0,4.0,3419.91,0.0061162079510703364,854.9775,1.051983605289614,0.5533851578523206,2.6714680244431532,Weekly,Overall,
honor,36.0,37,728.0,6.0,1152.09,0.008241758241758242,192.015,1.1710153893743718,0.745701703094954,0.5999712655753539,Weekly,Overall,
honor,37.0,38,750.0,7.0,1869.21,0.009333333333333334,267.03000000000003,1.2064032170752457,0.8444657508826412,0.8343636020445631,Weekly,Overall,
honor,38.0,39,677.0,4.0,1514.27,0.005908419497784343,378.5675,1.088979970613255,0.5345847758277956,1.1828743696101751,Weekly,Overall,
honor,39.0,40,764.5,5.0,1857.33,0.006540222367560497,371.466,1.229727012605367,0.591749334917295,1.1606849784559248,Weekly,Overall,
honor,40.0,41,799.0,5.0,1805.07,0.006257822277847309,361.014,1.2852215605908284,0.5661982059377623,1.1280265941224425,Weekly,Overall,
honor,41.0,42,553.0,2.0,292.10999999999996,0.003616636528028933,146.05499999999998,0.8895213053901477,0.3272277515690937,0.4563643631675041,Weekly,Overall,
honor,42.0,43,753.3333333333334,0.0,0.0,0.0,0.0,1.2117650091511356,0.0,0.0,Weekly,Overall,
honor,43.0,44,812.0,5.0,2324.84,0.006157635467980296,464.968,1.3061325496867993,0.5571334563353104,1.4528419103301364,Weekly,Overall,
honor,44.0,45,1182.0,6.0,1753.95,0.005076142131979695,292.325,1.9012914701105872,0.45928159040027616,0.9134005166748187,Weekly,Overall,
honor,45.0,46,1734.0,11.0,3473.23,0.006343713956170703,315.7481818181818,2.789204237877968,0.5739695538623982,0.9865887365496002,Weekly,Overall,
honor,46.0,47,2050.0,12.0,3081.31,0.005853658536585366,256.7758333333333,3.297502126672338,0.5296300876615868,0.8023233689772472,Weekly,Overall,
honor,47.0,48,1371.6666666666667,10.0,3670.4300000000003,0.007290400972053463,367.043,2.206377439228727,0.6596243497607854,1.14686484509322,Weekly,Overall,
honor,48.0,49,779.0,12.0,4109.75,0.01540436456996149,342.4791666666667,1.2530508081354885,1.393763388583123,1.0701125383860248,Weekly,Overall,
honor,49.0,50,883.0,6.0,2017.3899999999999,0.006795016987542469,336.2316666666666,1.4203387209032559,0.6148027631405736,1.050591560953626,Weekly,Overall,
honor,50.0,51,713.0,9.0,3772.92,0.012622720897615708,419.21333333333337,1.1468873250328668,1.1420845158200417,1.309876593735191,Weekly,Overall,
honor,51.0,52,662.0,11.0,4258.389999999999,0.01661631419939577,387.1263636363636,1.06485190627175,1.503418740781569,1.2096174482644257,Weekly,Overall,
